,title,hits
316,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강의 준전설 포켓몬 위유이를 만드는 방법!!,37362
502,도끼는 원숭이를 찢어,36877
212,포켓몬 학교에 입학했습니다! 「포켓몬스터스칼렛・바이올렛」 (1),36826
22,천덕꾸러기가 되어버린 6세대 물 스타팅 포켓몬 개굴닌자 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],36705
358,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강의 전기 포켓몬 미라이돈 만드는 법!!,36042
401,최초의 노말/고스트타입 히스이조로아크 희대의 개사기포켓몬,35837
429,포켓몬스터 스칼렛 바이올렛 600족 망나뇽으로 '랜덤 통신 교환'했는데.. 초대박 9세대 포켓몬을 받았습니다..,35660
366,스칼렛 바이올렛 신규 DLC 공개! 새로운 전설의 포켓몬은 누가 좋을까? [포켓몬스터 스칼렛 바이올렛],35524
344,포켓몬스터 스칼렛 바이올렛 충격적인 전설의 포켓몬 전용기 이펙트... 소드실드랑 비교,35404
175,개같이 부활한 파동의 용사 루카리오 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],34863
191,"[포켓몬 스칼렛/바이올렛] 초보자들을 위한 초반 40레벨대 보스 공략루트와 추천 포켓몬!! (라임, 토진의 주인, 리파, 그루샤공략)",34226
126,최강의 대검귀를 솔플 공략 5마리 포켓몬 공개 !! [포켓몬스터 스칼렛 바이올렛],34149
188,"""초딩루"" (실전배틀) [포켓몬스터]",34078
262,선바스트리밍 20230409 귀미챌 포켓몬스터바이올렛사투#6,34065
540,I'm giving my shiny Pokemon to YOU!,33926
333,포켓몬스터 스칼렛 & 바이올렛 OST - 에리어 제로,33872
117,최강의 블레이범 솔플 6가지 공략!!! [포켓몬스터 스칼렛 바이올렛],33685
338,크르릉...왈왈! 왈왈왈!! l 포켓몬스터 스칼렛 바이올렛 이로치 망망이 쫀도기 망망이 헌팅,33551
287,[19화] 친구들과 즐거운 포켓몬 대결 (아님) [포켓몬스터 스칼렛],33245
228,"[포켓몬 스칼렛/바이올렛] 초보자들을 위한 초반 30레벨대 보스 공략루트와 추천 포켓몬!! ( 곤포, 추명, 청목 공략)",33115
385,포켓몬 코리아 쳐들어갈 뻔 했습니다 l 포켓몬스터 스칼렛 바이올렛 이로치 헌팅,32953
386,"포켓몬스터 9세대, 스칼렛 vs 바이올렛 어떤게 더 강력할까?",32905
222,사용률 1위를 차지한 역대 최강의 개사기 포켓몬 날개치는머리의 이야기 [포켓몬스터 스칼렛 바이올렛],32806
182,"돌아온 무한 질풍날개!! ""노템 파이어로""를 사용해보자! (실전배틀) [포켓몬스터]",32529
508,This NEW MOVE Will Change Pokemon FOREVER! #shorts,32317
397,이로치 포켓몬들과 낭만 랭배 l 포켓몬스터 스칼렛 바이올렛 랭크배틀,32245
482,[7화] 카르본이 활약할 때! 보울 체육관 관장 콜사! [포켓몬스터 스칼렛],31953
468,[포켓몬 스칼렛/바이올렛] 초보자를 위한 레전드 루트 페퍼 공략과 추천 포켓몬,31936
143,데미지 하나는 끝내주는 5세대 대표 드래곤 포켓몬 액스라이즈 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],31773
107,태양을 상징하는 버러지 포켓몬의 여왕 불카모스 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],31454
464,티저 몰아보고 뭐 살지 고민하기🙄 [포켓몬스터 스칼렛] [포켓몬스터 바이올렛],31357
246,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강의 테라레이드용 악&강철 포켓몬 대도각참 만드는 법!!,31321
118,풀가촉천민을 벗어난 이브이즈 귀염둥이 리피아 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],30970
129,"포켓몬 DLC 또, 유출 시작 [포켓몬 스칼렛·바이올렛, 환웅랜드]",30826
437,자고일어났더니 400만원쌓임💰돈자동파밍 님피아 육성법 포켓몬 스칼렛 바이올렛,30382
509,Gardevoir.,30093
233,포켓몬 스칼렛 바이올렛에서 스타단에게 지면 생기는 일,30013
405,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강의 테라레이드용 격투 포켓몬 무쇠손 만드는 법!!,29954
57,공격과 동시에 가속을? 워글의 새로운 진화 히스이 워글 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],29333
87,민규야 노력치 줬구나... 벌크업 위대한엄니 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],29189
27,소드마스터 곰길동 :: [포켓몬스터 스칼렛],28968
424,인기레어포켓몬 루카리오 얻는 모든 방법!👊🏼루카리오 테라스탈위치 포켓몬 스칼렛 바이올렛,28851
394,새롭게 추가된 패러독스 포켓몬을 만나 봅시다!!,28763
516,This Play Made Them Quit Pokemon... #shorts,28658
261,최강의 모크나이퍼 출현!! 모크나이퍼 공략 !! [포켓몬스터 스칼렛 바이올렛 ],28403
77,9세대 이로치 베스트 vs 워스트 ｜ 스칼렛 바이올렛 포켓몬스터,28307
238,최강의 모크나이퍼 솔플 공략 영상!! [포켓몬스터 스칼렛 바이올렛],28297
378,상남자들의 전략 2!! '일격기 파티'를 사용해보자! (실전배틀) [포켓몬스터],28214
231,"[포켓몬 스칼렛/바이올렛] 초보자들을 위한 초반 50레벨대 보스 공략루트와 추천 포켓몬!! (오르티가, 위룡의 주인, 비파공략)",27946
130,유령이 테라스탈 심볼로 돌아왔다!? 9세대 이스터에그 모음,26831
390,"새로운 포켓몬 DLC 유출정보 [포켓몬 스칼렛·바이올렛, 환웅랜드]",26793
12,요즘 포켓몬 특 라이코 목 길어짐 - [전자오랏맨],26217
331,"포켓몬 월드챔피언십 클로징 세레모니, 최신 정보 공개 현장 영상!",26153
47,3단 너프를 받았지만 아직은 A급! 8세대 풀 스타팅 포켓몬 고릴타 사용법을 알아보자 [포켓몬스터 스칼렛 바이올렛],25985
330,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강 600족 포켓몬 소개!!,25872
575,왁툰 '안드로이드' 출시!,25390
376,스칼렛/바이올렛 1.2.0 패치 어떤점이 달라질까?,25252
127,모든 플레이 기록이 삭제되는 버그 발생!?,25146
200,신규 아이템과 함께 날아오른 버섯 포켓몬의 대장 뽀록나 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],25141
149,레이드 버그 패치 예정인데... 날짜가...?,24685
414,DLC 포켓몬 220종 이상 유출 되었습니다!! [포켓몬스터 스칼렛 바이올렛],24574
15,한세대만에 나락을 간 가라르의 왕자 에이스번 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],24559
313,포켓몬스칼렛/바이올렛 DLC 제로의비보 신정보 정리!,24367
379,6성 레이드몬 추천! 특공딜러&물공딜러 샘플 및 운용법 |포켓몬스터 스칼렛·바이올렛|,24365
391,[포켓몬 바이올렛 #02화] 테이블시티도착 테라스탈?!,24301
232,"농락하는 여왕님?? ""치리열매 달코퀸""을 사용해보자! (실전배틀) [포켓몬스터]",24269
92,"오거폰이 가면을 쓴 이유? 벽록의가면 전포 떡밥분석! 조타구, 이야후, 기로치 인기순위 【포켓몬스터 스칼렛 바이올렛 DLC】",24212
487,포켓몬스터 역대 동심파괴 쇼츠 TOP3,24064
104,7성 레이드 시대의 끝이 도래했다!! 대검귀 정보와 팁,23979
556,UN'EVOLUZIONE DI SLOWPOKE PER OGNI TIPO 🌸 #pokémon #shorts,23979
484,[포켓몬 바이올렛 #17화] 프리지체육관 가는길에 신600족등장,23749
76,"전설, 환상 전용 폼체인지 아이템 획득방법! 포켓몬홈「포켓몬스터스칼렛・바이올렛」",23629
312,"최신 9세대 DLC, 애니, 이벤트 요약",23616
431,내가 보려고 만든 출현 포켓몬 [포켓몬스터 스칼렛 바이올렛],23505
454,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강의 준전설 포켓몬 파오젠을 만드는 방법!!,23462
299,최강의 인텔리레온 솔플 공략 4가지 포켓몬 공개!! [포켓몬스터 스칼렛 바이올렛],23239
49,포켓몬 육성 심화편! 효율적인 노력치 분배와 세부조정에 대해 알아보자 [포켓몬스터 스칼렛 바이올렛],23221
237,조작감 왜 이러냐고!!! l 포켓몬스터 스칼렛 바이올렛 포켓몬 홈 업데이트,23174
383,전설 포켓몬 레이드! 6성 코라이돈과 미라이돈을 잡아보자! 【포켓몬스터 스칼렛 바이올렛】,23092
465,체력1로 망나뇽을? 이로치가 아름다운 무희 포켓몬 하늘하늘 춤추새 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],22746
467,"DLC 구매후기! 굽이치는물결, 무쇠잎새 업뎃 정리&히스이 조로아크 배포되다 【포켓몬스터 스칼렛 바이올렛】",22598
71,새롭게 등장한 1킬 머신! 빙산 포켓몬 히스이 크레베이스 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],22511
134,포켓몬 최하위권 랭크배틀 특징 [포켓몬스터],21974
75,지금은 가이오가 전성기 초보/고수 구분이 무의미한 최강포켓몬,21816
103,아르세우스에게 신기술이 장착되었다?! 전설1대장 가능?,21800
476,제작자 마저 잊어버린 비운의 오물 포켓몬 질뻐기 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],21676
42,한시대를 풍미했던 에스퍼 타입의 희망 크레세리아 사용법을 알아보자! [포켓몬스터 스칼렛 바이올렛],21654
423,포켓몬스터 스칼렛 바이올렛 체육관 배틀 브금 1시간,21572
150,"감스트 포켓몬 스칼렛 2일차, 조금씩 성장하는 김인직 군 [23.7.13 포켓몬 스칼렛 #2]",21498
50,에딧몬 및 포켓몬홈 정지관련 정보 :: GTS? / 포켓몬고에서 9세대로 안옮겨지는 포켓몬을 옮기는 방법,21355
388,아무튼 최강입니다. '특수형 마스카나'를 사용해보자! (실전배틀) [포켓몬스터],21162
402,친밀도 쉽게 올리는 방법 / 포켓몬스터 스칼렛 바이올렛,20845
153,1.3.0 업데이트로 무엇이 바뀌었나?,20755
46,포켓몬 제로의비보 DLC 추가되는 포켓몬 유출 공개합니다,20452
469,"포켓몬 스칼렛 바이올렛, 과연 어떤 모습일지 1분만에 확인해봅시다!",20031
452,포켓몬카드│스칼렛&바이올렛 확장팩 바이올렛ex 36 ~ 1위 가격 랭킹,19756
418,이브이 모든 파밍 위치공략🦊 포켓몬 스칼렛 바이올렛,19446
354,이로치가이 피츄 배포 결정! 극장판 아르세우스 초극의 시공으로 선물 【포켓몬스터 스칼렛 바이올렛】,19161
421,✨이로치 레이드 참여방법 |포켓몬 스칼렛·바이올렛|,19013
518,Pokémon Casters have the WORST memory...,18958
102,"포켓몬 최악의 타입은 존재하는걸까? (에스퍼, 풀, 얼음, 벌레) [포켓몬스터]",18693
269,유대변화 지우개굴닌자 쓰다가 충격먹었습니다,18503
408,"1~5세대 포켓몬홈 입국 프로젝트 Pt.3 [포켓몬스터 스칼렛 바이올렛 & 레드, 그린, 블루, 금, 은, 루비, 사파이어, 에메랄드, DPPT, HGSS 블랙, 화이트]",18402
453,S티어 개사기포켓몬 따라큐 초반 파밍위치👻 포켓몬 스칼렛 바이올렛 pokemon,18198
215,위룡의 주인을 만나러 가다 등장한 `황금 갸라도스 vs 파라블레이즈`. 레전드 루트 다 깼다!!! | 포켓몬스터 스칼렛 바이올렛 4탄,18114
577,애니파이팅시뮬레이터X 업데이트3 귀멸의칼날 내용 총정리!! 각종 호흡 얻는 방법 및 애파시X 신규코드 포함,18053
109,최강의 브리가론 솔플 공략 영상 !!! [포켓몬스터 스칼렛 바이올렛],17654
279,포켓몬홈 공식 6가지 업데이트 정보,17649
211,7성 인텔리레온 즐기기 가이드,17139
407,리셋 방법은 이겁니다. (포켓몬 스칼렛바이올렛 초기화),17076
387,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강의 격투 포켓몬 코라이돈 만드는 법!!,16921
462,[포켓몬스터 스칼렛 바이올렛 스토리 플레이 공략 영상 29화] 포켓몬 리그 제패기 상편,16917
226,드디어 포켓몬홈 유출정보!,16786
340,"[포켓몬 스칼렛/바이올렛] 최강의 S랭크 포켓몬 소개 4편 신속 어택 ""망나뇽"" (통신대전 시리즈 1 픽업률 1위)",16684
450,[포켓몬 스칼렛/바이올렛] 초보자를 위한 이로치 포켓몬 최대한 빨리 잡는 법!!,16684
199,23년 공개될 포켓몬 콘텐츠들! -프레젠트 下-,16671
425,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강의 리자몽 세팅방법!!,16286
445,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강의 풀타입&포획전문 포켓몬 버섯모 만드는 법!!,16146
4,"스피드 컨트롤의 귀재!! ""검은철구 마스카나""를 사용해보자! (실전배틀) [포켓몬스터]",16075
72,포켓몬 프레젠트 스칼렛 바이올렛 DLC 제로의 비보 추가 정보!,16050
413,7성 최강 피카츄 레이드 솔로 플레이 클리어! [ 포켓몬 스칼렛 바이올렛 / Pokémon scarlet violet ],15842
7,(루머정보)5세대 리멕떡밥+DLC 유출루머 정리해봄,15712
208,공짜 이로치가이 윈디 배포 확정!! 【포켓몬스터 스칼렛 바이올렛 시리얼 코드 얻는 방법】,15651
85,"이번에도 역시.. 입국은 하는데, 진화는 못시킨다구요? 【포켓몬홈 / 포켓몬 스칼렛・바이올렛】",15620
80,특성너프+공격20▼ 2단너프당해도 여전한 자시안 그 이유는?,15450
169,경험사탕과 테라피스 노가다... 지금이 기회입니다,15257
154,"전설의 포켓몬 / 환상의 포켓몬 전용 도구 얻는법, 폼체인지 방법 [포켓몬스터 스칼렛 바이올렛]",15200
192,메타몽 레이드부터 외국산 메타몽까지!!! 메타몽 이벤트 뽕뽑기,15149
241,스칼렛/바이올렛DLC 최신정보 신포켓몬?테라파고스?,14741
473,챔피언 로드/스타더스트★스트리트 엔딩 l 포켓몬스터 스칼렛 바이올렛 6화,14651
158,레쿠쟈 팔데아 상륙완료 신속의신^^,14640
416,알까기 '2배' 빠르게 까는 방법+한번에 대량방출까지! [포켓몬스터 스칼렛 바이올렛],14602
151,최강의 대검귀 출현?!! 대검귀를 알아봅시다! [포켓몬스터 스칼렛 바이올렛],14456
52,이벤트 하고 욕먹는 방법 l 포켓몬스터 스칼렛 바이올렛 모으령 이로치 확률,14426
94,뮤 배포 코드 / 포켓몬스터 스칼렛 바이올렛,14347
173,포켓몬홈 찌라시 (feat.스바),14305
201,"포켓몬홈으로 옮길 수 있는 모든 전설/환상의 포켓몬들 [포켓몬 스칼렛·바이올렛, 환웅랜드]",14163
285,"[포켓몬 스칼렛/바이올렛] 최강의 S랭크 포켓몬 소개 3편 선공 어택 ""드래펄트""",14153
142,포켓몬 유튜버들의 자강두천 싱글배틀 대전 [포켓몬스터],14126
78,첫 이로치 이벤트부터 불편하게 만드는 스칼렛/바이올렛,13787
339,포켓몬스터SV DLC 최신정보 총정리 이거한편이면 끝!,13772
115,지금이 최고전성기 원조딜탱 그란돈 팔데아 상륙완료,13738
572,이것이 초고퀄 원피스 ㄷㄷ..!? 용용 떡떡 오페 등등 퀄리티 이게 맞는것인가!! (로블록스) - 어원피스,13651
124,희대의 개사기포켓몬 사마자르 이건 꼭 키우셔야합니다,13608
230,이번에 스칼렛·바이올렛으로 입국한다는 90마리의 포켓몬들 목록,13562
206,[공식]「포켓몬스터스칼렛・바이올렛 제로의 비보」 3rd Trailer,13427
194,[엔딩: 포켓몬스터 스칼렛·바이올렛] 새로운 팔데아지방에서 시작하는 포켓몬스터 9세대! 엔딩,13404
120,최강의 마폭시 솔플 영상 [포켓몬스터 스칼렛 바이올렛],13279
224,💧급류 대검귀 샘플 강력추천합니다,13236
492,의상 가게 위치와 품목 정리! [포켓몬스터 스칼렛·바이올렛],13125
283,최강의 블레이범 출현?! 블레이범을 알아 봅시다! [포켓몬스터 스칼렛 바이올렛],13106
88,'애니메이션 개체' 배포 확정!! 【포켓몬스터 스칼렛 바이올렛 리코로이 시리얼 코드】,13048
101,"(테라파고스 흑막썰..?) 가장 미쳐버린 포켓몬 박사, 올림과 투로는 왜 흑화한 걸까? 【포켓몬스터 스칼렛 바이올렛 DLC】",13010
63,포켓몬최신정보 스타팅야생/19번째 테라스탈분석/전용기 공개!,12966
48,"'뮤츠' 이렇게 쓰면 자시안,버드렉스를 이깁니다!",12928
37,"대면조작과 시간차 공격의 조화!! ""미래예지 에브이""를 사용해보자! (실전배틀) [포켓몬스터]",12902
176,시비꼬 모든폼 하루만에 잡기 l 포켓몬스터 스칼렛 바이올렛 이로치 시비꼬 헌팅,12647
289,처음 시작하기 전 알려드립니다~ 포켓몬스터 스칼렛 바이올렛 초보자를 위한 5가지 가이드,12539
455,[포켓몬 스칼렛/바이올렛] 초보자를 위한 최강의 서포터 블래키 만드는 법!!,12491
155,영등포 포켓몬 이벤트에서 난리난 사건?! '초딩루' TOD 사태 정리! 【스칼렛 바이올렛 딩루】,12406
291,도감100%달성을 위한 포획용 최고의 포켓몬🍄 얻는방법! 포켓몬 스칼렛 바이올렛,12301
277,[포켓몬스터 바이올렛] 시청자분의 이로치 구경하기,12256
404,면접 - 포켓몬스터 스칼렛 바이올렛,12070
252,스칼렛/바이올렛 DLC 추가포켓몬 유출 ※루머정보,11984
256,🥊격투포켓몬 1황?! 연격의 우라오스,11861
166,최강 모크나이퍼 솔플 영상 [포켓몬스터 스칼렛 바이올렛],11772
11,모든 스타팅 복귀와 19번째 타입공개?? 파격적인 스칼렛 바이올렛 정보!,11760
122,역대급 최고 파밍 이벤트 해피너스를 링곰으로 편하게 잡으세요! [포켓몬스터 스칼렛 바이올렛],11724
219,이 인간은 하루에 이로치를 몇마리 잡을까? l 포켓몬스터 스칼렛 바이올렛 이로치 헌팅,11574
276,가장 기다렸던 히스이포켓몬 🐟대쓰여너 샘플!!,11466
214,희귀 증표 떴다! l 포켓몬스터 스칼렛 바이올렛 이로치 게을킹 고디모아젤 헌팅,11459
17,뮤츠 테라 레이드 출현?!! 뮤츠 테라 레이드 모든 정보! 뮤 배포까지?! [포켓몬스터 스칼렛 바이올렛],11272
135,스칼렛/바이올렛 하면서 제일 😡짜증😭나는상황 월드컵,11148
28,최강의 고릴타 솔플 영상 [포켓몬스터 스칼렛 바이올렛],11017
371,7성 테라레이드 최강의 블레이범 한방 솔플 공략법 [포켓몬스터 스칼렛 바이올렛 공략 영상],11011
116,이로치 잡는 새로운 방법을 찾아낸거 같습니다...? l 포켓몬스터 스칼렛 바이올렛 이로치 두리쥐 파밀리쥐 헌팅,10870
184,7성 최강 모크나이퍼 레이드 솔로 플레이 클리어! [ 포켓몬 스칼렛 바이올렛 / Pokémon scarlet violet ],10860
157,느슨해진 팔데아지방 이젠끝! 포홈업뎃 확정+어떤포켓몬이 풀릴까?,10760
382,[𝙋𝙡𝙖𝙮𝙡𝙞𝙨𝙩] 포켓몬 스칼렛&바이올렛 배틀 브금 모음 (𝗣𝗼𝗸𝗲𝗺𝗼𝗻 𝗦𝗰𝗮𝗿𝗹𝗲𝘁 & 𝗩𝗶𝗼𝗹𝗲𝘁 𝗕𝗮𝘁𝘁𝗹𝗲 𝗢𝘀𝘁 𝗖𝗼𝗹𝗹𝗲𝗰𝘁𝗶𝗼𝗻),10642
189,팔데아 포켓몬 392종 이로치 획득 장면 모음 [포켓몬스터 스칼렛 바이올렛],10275
106,맞으면 맞을수록 강해지는 포켓몬들이 모인다면?,10273
441,[포켓몬 스칼렛/바이올렛] 초보자를 위한 알기 쉬운 개체값 이야기!!,10245
26,루머정보/고대엔테이&무쇠테라키온+과미르진화체 유출?!,10203
21,스바 이로치 남은건 47마리...! l 포켓몬스터 스칼렛 바이올렛 이로치,10186
546,"🤬Moves Pokémon SHOULD Have, But Don't #Shorts",10142
559,세대별 전기쥐 포켓몬들에 대해 알아보자!,10117
221,저장 데이터 삭제를 복구한 소식!,9895
562,포켓몬스터의 이중인격 최종보스를 알아보자!,9807
34,신규 업데이트 DLC 유출 정보!! 최강의 뮤츠가 온다?! 기술머신 30개 추가 샤로다 염무왕 추가?! [포켓몬스터 스칼렛 바이올렛],9595
55,모든 스타팅 이로치 각이다 ㅎㅎ l 포켓몬스터 스칼렛 바이올렛 DLC 제로의 비보,9568
323,새로운 페러독스 포켓몬 추가! 굽이치는물결 레이드! [포켓몬스터 스칼렛 바이올렛],9558
347,"색이다른 포켓몬, 이로치를 얻는 방법 총정리! [포켓몬스터 스칼렛・바이올렛]",9496
319,7성 최강 블레이범 레이드 솔로 플레이 클리어! [ 포켓몬 스칼렛 바이올렛 / Pokémon scarlet violet ],9404
67,S티어 최강의전설 흑마 버드렉스 이게 전설최강입니다,9150
234,포켓몬 루머정보 포켓몬홈 업뎃날짜&신전설 오거폰유출?!,9103
457,포켓몬스터 스칼렛 바이올렛 초역대급 7성 리자몽 레이드 등장?! 근데 '이 방법'으로 한방컷 해버렸습니다 ㄷㄷ;,9055
332,최강의 인텔리레온 솔플 영상 [포켓몬스터 스칼렛 바이올렛],8917
274,9세대에 영원히 입국하지 못할수도 있는 포켓몬들,8601
447,포켓몬스터 신작 전설포켓몬 & 숨겨진 디테일 최초 공개! 포켓몬스터 9세대 스칼렛 바이올렛 트레일러 영상,8447
268,최강의 모크나이퍼 출현소식! 과연 테라스탈 타입은..?!?[포켓몬스터스칼렛바이올렛],8368
0,포켓몬들의 실제 모티브는 어떤 모습일까? :: [포켓몬스터 스칼렛 바이올렛],8350
534,"""포켓몬 유튜브계의 다크호스"", 즈랑의 구독자 1만명 기념 Q&A",8271
315,최강의 인텔리레온? 타부자고가 답입니다!,8199
375,1500시간만에 이로치 테라 레이드를 발견했습니다. [포켓몬스터 스칼렛 바이올렛],8196
195,스칼렛 바이올렛 꿀팁 24가지 !! [포켓몬스터 스칼렛 바이올렛],8095
90,전설과 환상의 포켓몬들 폼체인지 시키는 방법 【포켓몬홈 / 포켓몬 스칼렛・바이올렛】,7979
563,진짜 이게 나왔다고?!?! 1세대 포켓몬의 환상적인 SAR카드가 나오는 포켓몬카드 151 카드깡!!!,7926
275,새로운 이벤트 소식! 최강의 인텔리레온 출현!,7924
337,포켓몬 스칼렛 바이올렛 5~6일 합본 / 22.11.24+11.30 소니쇼 다시보기,7922
301,최강의 대검귀 솔플 영상 [포켓몬스터 스칼렛 바이올렛],7775
24,다들 잘 지내시나요...? l 포켓몬스터 스칼렛 바이올렛 이로치,7713
521,Did You Know THIS Little Detail About Shiny Voltorb?! #pokemon #shorts #shinypokemon,7523
113,🖐️얘가 이번 레이드 보스? 최강의 고릴타 출현! 【포켓몬 스칼렛・바이올렛】,7505
247,포켓몬홈 연동 취소! 레이드 취소! 대회버그! 【포켓몬스터 스칼렛 바이올렛】,7468
83,포켓몬 홈 연동!! 각종 진화 아이템 전용기 까지 알아 봅시다! [포켓몬스터 스칼렛 바이올렛],7440
320,'불새' 루차불 ㄹㅇ강추픽/이거 한번 키워보세요!!,7431
114,스타팅 9마리 다 모았습니다 l 포켓몬스터 스칼렛 바이올렛 이로치 나오하 마스카나,7381
216,의외의 딜러선정!? 최강의 대검귀 솔플 공략 [포켓몬스터 스칼렛・바이올렛],7189
108,제로의 비보 DLC와 레전드 아르세우스가 연결된다고?,6798
393,이거 보고도 못 잡으면 책임 진다! 7성 최강의 대검귀 한방 & 솔플 테라레이드 완벽 공략 [포켓몬스터 스칼렛 바이올렛 공략 영상],6678
160,이로치 모크나이퍼를 뽑았습니다!! 레이드 성능까지 알아보기! [포켓몬스터 스칼렛 바이올렛],6641
73,새롭게 나온 고대의 칭호 구하는 방법 【포켓몬홈 / 포켓몬 스칼렛・바이올렛】,6375
308,최강의 대검귀??? 배북 마릴리로 솔플하는 방업[포켓몬스터 스칼렛·바이올렛],6311
244,최강의 대검귀 최단 시간하는 4가지 파티 공략!! [포켓몬스터 스칼렛 바이올렛],6285
51,[공식]「포켓몬스터스칼렛・바이올렛」 포켓몬 트레이너스 컵 2023 파이널 라운드 시니어 카테고리,6100
571,반전이 숨어있는 공포섬이 있다?! 😱 모동숲 꿈번지,6097
74,대규모 나눔 곧 진행합니다 l 포켓몬스터 스칼렛 바이올렛 이로치 삐딱구리 독개굴,6024
258,포켓몬 스칼렛 바이올렛 3일차+소통 최종/ 22.11.22 소니쇼 다시보기,5976
384,"7마리 포켓몬 스킬셋까지 완벽정리! (최강 칰힌) 7성 모크나이퍼 테라레이드 솔플, 한방 공략 [포켓몬스터 스칼렛 바이올렛 공략 영상]",5938
174,포켓몬 스칼렛 바이올렛 2일차+소통 / 22.11.21 소니쇼 다시보기,5894
179,7성 최강 대검귀 레이드 솔로 플레이 클리어! [ 포켓몬 스칼렛 바이올렛 / Pokémon scarlet violet ],5861
209,🔥전설/이로치 전설포켓몬 나눔이벤트🔥 중복참여가능! [포켓몬홈 / 스칼렛바이올렛],5778
253,국밥 야도란의 귀환!? 최강의 인텔리레온 솔플 공략 [포켓몬스터 스칼렛・바이올렛],5717
409,최강의 브리가론 솔플 영상 [포켓몬스터 스칼렛 바이올렛],5667
281,귀여운 나몰빼미의 귀환! 최강의 모크나이퍼 레이드! [포켓몬스터 스칼렛 바이올렛],5601
480,포켓몬스터 스칼렛&바이올렛이 레전드 아르세우스와 다른 결정적 차이,5554
541,Guess The Pokemon From Only The Fusions,5443
23,포켓몬스터 스칼렛바이올렛 게임영상 - 스바에서 뮤가 풀렸다!? 뮤를 잡아서 100레벨 키워보겠습니다!,5442
415,타입을 없애면 어떻게 될까?? [키젠의 포켓몬 실험실] 포켓몬스터 스칼렛 바이올렛,5335
100,"보물을 발견했습니다..""떴다! 이로치 모으령!"" | 포켓몬스터 스칼렛·바이올렛",5317
526,[포켓몬 합체 연구실] 가이오가+가이오가,5264
186,크레베이스 [포켓몬 스칼렛 바이올렛],5247
141,이로치작은 핑계고 l 포켓몬스터 스칼렛 바이올렛,5180
181,테라 레이드 사기 특성 타오르는불꽃?! 부스터가 레이드딜러? [포켓몬스터 스칼렛 바이올렛],5049
132,모으령 이로치 무료나눔! NO 에딧! 오늘부터 이로치굴 나눔열차 운행합니다! [포켓몬 스칼렛·바이올렛],5049
564,리피아 솔라블레이드 왜 이렇게 아픈건데.. : 포켓몬 유나이트,4912
517,그런데 이제 메일에 괴물 두 마리가 들어있는,4896
535,[포켓몬 합체 연구실] 5세대 떡밥,4752
406,니가 빠모야 뭐야? l 포켓몬스터 스칼렛 바이올렛 이로치,4701
538,Beedrill and Moltres Is Actually an Awesome Fusion! - #Pokemon #Shorts,4577
530,아 넘겼구나,4506
583,선조 리그 3일차 - 돈 벌어서 스펙업 하기 [패스파인더 독 지진 덫],4468
400,알아두면 쓸모있는 20가지 꿀팁![포켓몬스터 스칼렛바이올렛],4297
543,Every Single Starter Pokémon will be in the Scarlet & Violet DLC! #pokemon #pokemonscarletviolet,4286
84,스바 똥겜(욕 아님) l 포켓몬스터 스칼렛 바이올렛,4228
370,찐! 스바 포홈 연동 드가자!!! [ 포켓몬스터 스칼렛★바이올렛 ],4224
529,Serperior Will Be BROKEN In Pokémon Scarlet and Violet,4212
61,이번 스칼렛 바이올렛 DLC에 등장하는 새로운 포켓몬들 #shorts,4209
290,내일 이로치가이 윈디 올라오는 시간 공지! 【포켓몬스터 스칼렛 바이올렛 배포 코드】,4157
35,격투VS드래곤 6대6 승자는 누가될것인가?,4087
32,코라이돈VS아르세우스 세계관 최강자가 붙었다,4050
82,최강의 고릴타 솔플 공략 방송!! [포켓몬 스칼렛·바이올렛],3990
193,사실상 기도메타? 최강의 모크나이퍼 솔플 공략 [포켓몬스터 스칼렛・바이올렛],3950
329,"최강의 브리가론을 가장 쉽고, 빠르게 깨는법",3810
31,약점은 0개인 포켓몬,3618
558,100% NO SABÍAS ESTO de los REGIS! - Curiosidades Pokemon #shorts,3449
33,긴급탈출 드래곤과 함께하는 싱글배틀,3421
204,최강의 모크나이퍼??? 미라이돈으로 솔플로 한방컷 내기[포켓몬스터 스칼렛·바이올렛],3286
